,Disease,Year,Month,Count
1210,"Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus",2018,Sept.,0
1211,"Viral hemorrhagic fevers, Ebola virus",2018,Sept.,0
1212,"Viral hemorrhagic fevers, Guanarito virus",2018,Sept.,0
1213,"Viral hemorrhagic fevers, Junin virus",2018,Sept.,0
1214,"Viral hemorrhagic fevers, Lassa virus",2018,Sept.,0
1215,"Viral hemorrhagic fevers, Lujo virus",2018,Sept.,0
1216,"Viral hemorrhagic fevers, Machupo virus",2018,Sept.,0
1217,"Viral hemorrhagic fevers, Marburg virus",2018,Sept.,0
1218,"Viral hemorrhagic fevers, Sabia virus",2018,Sept.,0
1219,Yellow fever,2018,Sept.,0
1220,"Zika virus, Zika virus disease, congenital",2018,Sept.,0
1221,"Zika virus, Zika virus disease, non-congenital",2018,Sept.,4
1222,"Zika virus, Zika virus infection, congenital",2018,Sept.,0
1223,"Zika virus, Zika virus infection, non-congenital",2018,Sept.,23
1224,Anthrax,2018,Oct.,0
1225,"Arboviral diseases, Chikungunya virus disease",2018,Oct.,9
1226,"Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive",2018,Oct.,1
1227,"Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive",2018,Oct.,0
1228,"Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive",2018,Oct.,5
1229,"Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive",2018,Oct.,0
1230,"Arboviral diseases, La Crosse  virus disease, Neuroinvasive",2018,Oct.,14
1231,"Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive",2018,Oct.,0
1232,"Arboviral diseases, Powassan virus disease, Neuroinvasive",2018,Oct.,2
1233,"Arboviral diseases, Powassan virus disease, Non-neuroinvasive",2018,Oct.,0
1234,"Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive",2018,Oct.,2
1235,"Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive",2018,Oct.,1
1236,"Arboviral diseases, West Nile virus disease, Neuroinvasive",2018,Oct.,160
1237,"Arboviral diseases, West Nile virus disease, Non-neuroinvasive",2018,Oct.,48
1238,"Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive",2018,Oct.,0
1239,"Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive",2018,Oct.,0
1240,"Babesiosis, Total",2018,Oct.,104
1241,"Babesiosis, Confirmed",2018,Oct.,91
1242,"Babesiosis, Probable",2018,Oct.,13
1243,"Botulism, Total",2018,Oct.,20
1244,"Botulism, Foodborne",2018,Oct.,1
1245,"Botulism, Infant",2018,Oct.,15
1246,"Botulism, Other (wound & unspecified)",2018,Oct.,4
1247,Brucellosis,2018,Oct.,6
1248,Campylobacteriosis,2018,Oct.,"5,220"
1249,Chancroid,2018,Oct.,0
1250,Chlamydia trachomatis infection,2018,Oct.,"141,520"
1251,Cholera,2018,Oct.,2
1252,Coccidioidomycosis,2018,Oct.,"1,211"
1253,"Cryptosporidiosis, Total",2018,Oct.,"1,023"
1254,"Cryptosporidiosis, Confirmed",2018,Oct.,765
1255,"Cryptosporidiosis, Probable",2018,Oct.,258
1256,Cyclosporiasis,2018,Oct.,26
1257,"Dengue virus infections, Dengue",2018,Oct.,50
1258,"Dengue virus infections, Dengue-like illness",2018,Oct.,3
1259,"Dengue virus infections, Severe dengue",2018,Oct.,2
1260,Diphtheria,2018,Oct.,1
1261,"Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection",2018,Oct.,246
1262,"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection",2018,Oct.,88
1263,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection",2018,Oct.,2
1264,"Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis",2018,Oct.,20
1265,Giardiasis,2018,Oct.,"1,266"
1266,Gonorrhea,2018,Oct.,"48,206"
1267,"Haemophilus influenzae, invasive disease, All ages, all serotypes",2018,Oct.,351
1268,"Haemophilus influenzae, invasive disease, Age <5 years, Serotype b",2018,Oct.,2
1269,"Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype",2018,Oct.,10
1270,"Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable",2018,Oct.,14
1271,"Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype",2018,Oct.,8
1272,Hansen's disease,2018,Oct.,11
1273,"Hantavirus infection, non-hantavirus pulmonary syndrome",2018,Oct.,0
1274,Hantavirus pulmonary syndrome,2018,Oct.,1
1275,Hemolytic uremic syndrome post-diarrheal,2018,Oct.,24
1276,"Hepatitis, A, acute",2018,Oct.,"1,538"
1277,"Hepatitis, B, acute",2018,Oct.,261
1278,"Hepatitis, B, perinatal infection",2018,Oct.,0
1279,"Hepatitis, C, acute",2018,Oct.,355
1280,"Hepatitis, C, acute, Confirmed",2018,Oct.,255
1281,"Hepatitis, C, acute, Probable",2018,Oct.,100
1282,"Hepatitis, C, perinatal infection",2018,Oct.,13
1283,Human immunodeficiency virus diagnoses,2018,Oct.,"2,848"
1284,Influenza-associated pediatric mortality,2018,Oct.,4
1285,"Invasive pneumococcal disease, All ages",2018,Oct.,"1,059"
1286,"Invasive pneumococcal disease, All ages, Confirmed",2018,Oct.,"1,048"
1287,"Invasive pneumococcal disease, All ages, Probable",2018,Oct.,11
1288,"Invasive pneumococcal disease, Age <5 years",2018,Oct.,84
1289,"Invasive pneumococcal disease, Age <5 years, Confirmed",2018,Oct.,82
1290,"Invasive pneumococcal disease, Age <5 years, Probable",2018,Oct.,2
1291,Legionellosis,2018,Oct.,"1,384"
1292,Leptospirosis,2018,Oct.,6
1293,Listeriosis,2018,Oct.,76
1294,"Lyme disease, Total",2018,Oct.,"2,270"
1295,"Lyme disease, Confirmed",2018,Oct.,"1,574"
1296,"Lyme disease, Probable",2018,Oct.,696
1297,Malaria,2018,Oct.,145
1298,"Measles, Total",2018,Oct.,43
1299,"Measles, Indigenous",2018,Oct.,28
1300,"Measles, Imported",2018,Oct.,15
1301,"Meningococcal disease, All serogroups",2018,Oct.,20
1302,"Meningococcal disease, Serogroups ACWY",2018,Oct.,9
1303,"Meningococcal disease, Serogroup B",2018,Oct.,6
1304,"Meningococcal disease, Other serogroups",2018,Oct.,1
1305,"Meningococcal disease, Unknown serogroup",2018,Oct.,4
1306,Mumps,2018,Oct.,135
1307,Novel Influenza A virus infections,2018,Oct.,0
1308,Paratyphoid fever,2018,Oct.,7
1309,Pertussis,2018,Oct.,"1,085"
1310,Plague,2018,Oct.,0
1311,"Poliomyelitis, paralytic",2018,Oct.,0
1312,"Poliovirus infection, nonparalytic",2018,Oct.,0
1313,Psittacosis,2018,Oct.,3
1314,"Q fever, Total",2018,Oct.,7
1315,"Q fever, Acute",2018,Oct.,7
1316,"Q fever, Chronic",2018,Oct.,0
1317,"Rabies, Animal",2018,Oct.,466
1318,"Rabies, Human",2018,Oct.,1
1319,Rubella,2018,Oct.,2
1320,"Rubella, congenital syndrome",2018,Oct.,0
1321,Salmonellosis (excluding paratyphoid fever and typhoid fever),2018,Oct.,"6,091"
1322,Severe acute respiratory syndrome-associated coronavirus disease,2018,Oct.,0
1323,Shiga toxin-producing Escherichia coli (STEC),2018,Oct.,"1,219"
1324,Shigellosis,2018,Oct.,"1,365"
1325,Smallpox,2018,Oct.,0
1326,"Spotted fever rickettsiosis, Total",2018,Oct.,346
1327,"Spotted fever rickettsiosis, Confirmed",2018,Oct.,3
1328,"Spotted fever rickettsiosis, Probable",2018,Oct.,343
1329,Streptococcal toxic shock syndrome,2018,Oct.,12
1330,"Syphilis, Total, all stages",2018,Oct.,"9,302"
1331,"Syphilis, Congenital",2018,Oct.,128
1332,"Syphilis, Primary and secondary",2018,Oct.,"2,850"
1333,Tetanus,2018,Oct.,2
1334,Toxic shock syndrome (other than Streptococcal),2018,Oct.,3
1335,Trichinellosis,2018,Oct.,0
1336,Tuberculosis,2018,Oct.,789
1337,Tularemia,2018,Oct.,25
1338,Typhoid fever,2018,Oct.,23
1339,Vancomycin-intermediate Staphylococcus aureus,2018,Oct.,5
1340,Vancomycin-resistant Staphylococcus aureus,2018,Oct.,0
1341,Varicella morbidity,2018,Oct.,639
1342,Varicella mortality,2018,Oct.,0
1343,"Vibriosis, Total",2018,Oct.,234
1344,"Vibriosis, Confirmed",2018,Oct.,137
1345,"Vibriosis, Probable",2018,Oct.,97
1346,"Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus",2018,Oct.,0
1347,"Viral hemorrhagic fevers, Ebola virus",2018,Oct.,0
1348,"Viral hemorrhagic fevers, Guanarito virus",2018,Oct.,0
1349,"Viral hemorrhagic fevers, Junin virus",2018,Oct.,0
1350,"Viral hemorrhagic fevers, Lassa virus",2018,Oct.,0
1351,"Viral hemorrhagic fevers, Lujo virus",2018,Oct.,0
1352,"Viral hemorrhagic fevers, Machupo virus",2018,Oct.,0
1353,"Viral hemorrhagic fevers, Marburg virus",2018,Oct.,0
1354,"Viral hemorrhagic fevers, Sabia virus",2018,Oct.,0
1355,Yellow fever,2018,Oct.,0
1356,"Zika virus, Zika virus disease, congenital",2018,Oct.,0
1357,"Zika virus, Zika virus disease, non-congenital",2018,Oct.,8
1358,"Zika virus, Zika virus infection, congenital",2018,Oct.,1
1359,"Zika virus, Zika virus infection, non-congenital",2018,Oct.,19
1360,Anthrax,2018,Nov.,0
1361,"Arboviral diseases, Chikungunya virus disease",2018,Nov.,4
1362,"Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive",2018,Nov.,0
1363,"Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive",2018,Nov.,0
1364,"Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive",2018,Nov.,0
1365,"Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive",2018,Nov.,1
1366,"Arboviral diseases, La Crosse  virus disease, Neuroinvasive",2018,Nov.,3
1367,"Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive",2018,Nov.,0
1368,"Arboviral diseases, Powassan virus disease, Neuroinvasive",2018,Nov.,2
1369,"Arboviral diseases, Powassan virus disease, Non-neuroinvasive",2018,Nov.,0
1370,"Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive",2018,Nov.,1
1371,"Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive",2018,Nov.,0
1372,"Arboviral diseases, West Nile virus disease, Neuroinvasive",2018,Nov.,58
1373,"Arboviral diseases, West Nile virus disease, Non-neuroinvasive",2018,Nov.,12
1374,"Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive",2018,Nov.,0
1375,"Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive",2018,Nov.,0
1376,"Babesiosis, Total",2018,Nov.,75
1377,"Babesiosis, Confirmed",2018,Nov.,63
1378,"Babesiosis, Probable",2018,Nov.,12
1379,"Botulism, Total",2018,Nov.,21
1380,"Botulism, Foodborne",2018,Nov.,1
1381,"Botulism, Infant",2018,Nov.,17
1382,"Botulism, Other (wound & unspecified)",2018,Nov.,3
1383,Brucellosis,2018,Nov.,14
1384,Campylobacteriosis,2018,Nov.,"4,796"
1385,Chancroid,2018,Nov.,0
1386,Chlamydia trachomatis infection,2018,Nov.,"128,844"
1387,Cholera,2018,Nov.,1
1388,Coccidioidomycosis,2018,Nov.,"1,127"
1389,"Cryptosporidiosis, Total",2018,Nov.,781
1390,"Cryptosporidiosis, Confirmed",2018,Nov.,566
1391,"Cryptosporidiosis, Probable",2018,Nov.,215
1392,Cyclosporiasis,2018,Nov.,20
1393,"Dengue virus infections, Dengue",2018,Nov.,70
1394,"Dengue virus infections, Dengue-like illness",2018,Nov.,6
1395,"Dengue virus infections, Severe dengue",2018,Nov.,2
1396,Diphtheria,2018,Nov.,0
1397,"Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection",2018,Nov.,227
1398,"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection",2018,Nov.,47
1399,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection",2018,Nov.,2
1400,"Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis",2018,Nov.,16
1401,Giardiasis,2018,Nov.,"1,005"
1402,Gonorrhea,2018,Nov.,"44,278"
1403,"Haemophilus influenzae, invasive disease, All ages, all serotypes",2018,Nov.,369
1404,"Haemophilus influenzae, invasive disease, Age <5 years, Serotype b",2018,Nov.,1
1405,"Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype",2018,Nov.,14
1406,"Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable",2018,Nov.,15
1407,"Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype",2018,Nov.,13
1408,Hansen's disease,2018,Nov.,4
1409,"Hantavirus infection, non-hantavirus pulmonary syndrome",2018,Nov.,0
1410,Hantavirus pulmonary syndrome,2018,Nov.,1
1411,Hemolytic uremic syndrome post-diarrheal,2018,Nov.,39
1412,"Hepatitis, A, acute",2018,Nov.,"1,565"
1413,"Hepatitis, B, acute",2018,Nov.,249
1414,"Hepatitis, B, perinatal infection",2018,Nov.,2
1415,"Hepatitis, C, acute",2018,Nov.,296
1416,"Hepatitis, C, acute, Confirmed",2018,Nov.,213
1417,"Hepatitis, C, acute, Probable",2018,Nov.,83
1418,"Hepatitis, C, perinatal infection",2018,Nov.,12
1419,Human immunodeficiency virus diagnoses,2018,Nov.,"1,788"
1420,Influenza-associated pediatric mortality,2018,Nov.,1
1421,"Invasive pneumococcal disease, All ages",2018,Nov.,"1,263"
1422,"Invasive pneumococcal disease, All ages, Confirmed",2018,Nov.,"1,242"
1423,"Invasive pneumococcal disease, All ages, Probable",2018,Nov.,21
1424,"Invasive pneumococcal disease, Age <5 years",2018,Nov.,91
1425,"Invasive pneumococcal disease, Age <5 years, Confirmed",2018,Nov.,87
1426,"Invasive pneumococcal disease, Age <5 years, Probable",2018,Nov.,4
1427,Legionellosis,2018,Nov.,738
1428,Leptospirosis,2018,Nov.,4
1429,Listeriosis,2018,Nov.,72
1430,"Lyme disease, Total",2018,Nov.,"1,792"
1431,"Lyme disease, Confirmed",2018,Nov.,"1,273"
1432,"Lyme disease, Probable",2018,Nov.,519
1433,Malaria,2018,Nov.,98
1434,"Measles, Total",2018,Nov.,72
1435,"Measles, Indigenous",2018,Nov.,70
1436,"Measles, Imported",2018,Nov.,2
1437,"Meningococcal disease, All serogroups",2018,Nov.,23
1438,"Meningococcal disease, Serogroups ACWY",2018,Nov.,10
1439,"Meningococcal disease, Serogroup B",2018,Nov.,6
1440,"Meningococcal disease, Other serogroups",2018,Nov.,3
1441,"Meningococcal disease, Unknown serogroup",2018,Nov.,4
1442,Mumps,2018,Nov.,124
1443,Novel Influenza A virus infections,2018,Nov.,0
1444,Paratyphoid fever,2018,Nov.,8
1445,Pertussis,2018,Nov.,"1,280"
1446,Plague,2018,Nov.,0
1447,"Poliomyelitis, paralytic",2018,Nov.,0
1448,"Poliovirus infection, nonparalytic",2018,Nov.,0
1449,Psittacosis,2018,Nov.,1
1450,"Q fever, Total",2018,Nov.,11
1451,"Q fever, Acute",2018,Nov.,9
1452,"Q fever, Chronic",2018,Nov.,2
1453,"Rabies, Animal",2018,Nov.,277
1454,"Rabies, Human",2018,Nov.,0
1455,Rubella,2018,Nov.,0
1456,"Rubella, congenital syndrome",2018,Nov.,0
1457,Salmonellosis (excluding paratyphoid fever and typhoid fever),2018,Nov.,"4,264"
1458,Severe acute respiratory syndrome-associated coronavirus disease,2018,Nov.,0
1459,Shiga toxin-producing Escherichia coli (STEC),2018,Nov.,917
1460,Shigellosis,2018,Nov.,"1,403"
1461,Smallpox,2018,Nov.,0
1462,"Spotted fever rickettsiosis, Total",2018,Nov.,175
1463,"Spotted fever rickettsiosis, Confirmed",2018,Nov.,2
1464,"Spotted fever rickettsiosis, Probable",2018,Nov.,173
1465,Streptococcal toxic shock syndrome,2018,Nov.,24
1466,"Syphilis, Total, all stages",2018,Nov.,"8,532"
1467,"Syphilis, Congenital",2018,Nov.,116
1468,"Syphilis, Primary and secondary",2018,Nov.,"2,634"
1469,Tetanus,2018,Nov.,3
1470,Toxic shock syndrome (other than Streptococcal),2018,Nov.,4
1471,Trichinellosis,2018,Nov.,0
1472,Tuberculosis,2018,Nov.,737
1473,Tularemia,2018,Nov.,5
1474,Typhoid fever,2018,Nov.,8
1475,Vancomycin-intermediate Staphylococcus aureus,2018,Nov.,7
1476,Vancomycin-resistant Staphylococcus aureus,2018,Nov.,0
1477,Varicella morbidity,2018,Nov.,646
1478,Varicella mortality,2018,Nov.,0
1479,"Vibriosis, Total",2018,Nov.,166
1480,"Vibriosis, Confirmed",2018,Nov.,84
1481,"Vibriosis, Probable",2018,Nov.,82
1482,"Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus",2018,Nov.,0
1483,"Viral hemorrhagic fevers, Ebola virus",2018,Nov.,0
1484,"Viral hemorrhagic fevers, Guanarito virus",2018,Nov.,0
1485,"Viral hemorrhagic fevers, Junin virus",2018,Nov.,0
1486,"Viral hemorrhagic fevers, Lassa virus",2018,Nov.,0
1487,"Viral hemorrhagic fevers, Lujo virus",2018,Nov.,0
1488,"Viral hemorrhagic fevers, Machupo virus",2018,Nov.,0
1489,"Viral hemorrhagic fevers, Marburg virus",2018,Nov.,0
1490,"Viral hemorrhagic fevers, Sabia virus",2018,Nov.,0
1491,Yellow fever,2018,Nov.,0
1492,"Zika virus, Zika virus disease, congenital",2018,Nov.,0
1493,"Zika virus, Zika virus disease, non-congenital",2018,Nov.,4
1494,"Zika virus, Zika virus infection, congenital",2018,Nov.,0
1495,"Zika virus, Zika virus infection, non-congenital",2018,Nov.,11
1496,Anthrax,2018,Dec.,0
1497,"Arboviral diseases, Chikungunya virus disease",2018,Dec.,10
1498,"Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive",2018,Dec.,0
1499,"Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive",2018,Dec.,0
1500,"Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive",2018,Dec.,0
1501,"Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive",2018,Dec.,1
1502,"Arboviral diseases, La Crosse  virus disease, Neuroinvasive",2018,Dec.,1
1503,"Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive",2018,Dec.,0
1504,"Arboviral diseases, Powassan virus disease, Neuroinvasive",2018,Dec.,1
1505,"Arboviral diseases, Powassan virus disease, Non-neuroinvasive",2018,Dec.,0
1506,"Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive",2018,Dec.,0
1507,"Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive",2018,Dec.,0
1508,"Arboviral diseases, West Nile virus disease, Neuroinvasive",2018,Dec.,24
1509,"Arboviral diseases, West Nile virus disease, Non-neuroinvasive",2018,Dec.,9
1510,"Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive",2018,Dec.,0
1511,"Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive",2018,Dec.,0
1512,"Babesiosis, Total",2018,Dec.,183
1513,"Babesiosis, Confirmed",2018,Dec.,159
1514,"Babesiosis, Probable",2018,Dec.,24
1515,"Botulism, Total",2018,Dec.,30
1516,"Botulism, Foodborne",2018,Dec.,5
1517,"Botulism, Infant",2018,Dec.,21
1518,"Botulism, Other (wound & unspecified)",2018,Dec.,4
1519,Brucellosis,2018,Dec.,14
1520,Campylobacteriosis,2018,Dec.,"8,044"
1521,Chancroid,2018,Dec.,0
1522,Chlamydia trachomatis infection,2018,Dec.,"169,351"
1523,Cholera,2018,Dec.,2
1524,Coccidioidomycosis,2018,Dec.,"1,507"
1525,"Cryptosporidiosis, Total",2018,Dec.,"1,107"
1526,"Cryptosporidiosis, Confirmed",2018,Dec.,812
1527,"Cryptosporidiosis, Probable",2018,Dec.,295
1528,Cyclosporiasis,2018,Dec.,53
1529,"Dengue virus infections, Dengue",2018,Dec.,72
1530,"Dengue virus infections, Dengue-like illness",2018,Dec.,8
1531,"Dengue virus infections, Severe dengue",2018,Dec.,2
1532,Diphtheria,2018,Dec.,0
1533,"Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection",2018,Dec.,177
1534,"Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection",2018,Dec.,169
1535,"Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection",2018,Dec.,0
1536,"Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis",2018,Dec.,11
1537,Giardiasis,2018,Dec.,"1,672"
1538,Gonorrhea,2018,Dec.,"59,088"
1539,"Haemophilus influenzae, invasive disease, All ages, all serotypes",2018,Dec.,724
1540,"Haemophilus influenzae, invasive disease, Age <5 years, Serotype b",2018,Dec.,5
1541,"Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype",2018,Dec.,31
1542,"Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable",2018,Dec.,27
1543,"Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype",2018,Dec.,34
1544,Hansen's disease,2018,Dec.,5
1545,"Hantavirus infection, non-hantavirus pulmonary syndrome",2018,Dec.,0
1546,Hantavirus pulmonary syndrome,2018,Dec.,2
1547,Hemolytic uremic syndrome post-diarrheal,2018,Dec.,22
